"DAY";"OD_PAIR";"PERIOD";"OD_FLOW";"WEEKDAY";"MONTH"
"2017-03-20";"south-west_northwest";"midday period";"387";"Monday";3
"2017-03-21";"south-west_northwest";"midday period";"439";"Tuesday";3
"2017-03-22";"south-west_northwest";"midday period";"452";"Wednesday";3
"2017-03-23";"south-west_northwest";"midday period";"429";"Thursday";3
"2017-03-24";"south-west_northwest";"midday period";"492";"Friday";3
"2017-03-27";"south-west_northwest";"midday period";"452";"Monday";3
"2017-03-28";"south-west_northwest";"midday period";"371";"Tuesday";3
"2017-03-29";"south-west_northwest";"midday period";"454";"Wednesday";3
"2017-03-30";"south-west_northwest";"midday period";"391";"Thursday";3
"2017-03-31";"south-west_northwest";"midday period";"522";"Friday";3
"2017-04-03";"south-west_northwest";"midday period";"480";"Monday";4
"2017-04-04";"south-west_northwest";"midday period";"368";"Tuesday";4
"2017-04-05";"south-west_northwest";"midday period";"429";"Wednesday";4
"2017-04-06";"south-west_northwest";"midday period";"378";"Thursday";4
"2017-04-07";"south-west_northwest";"midday period";"423";"Friday";4
"2017-04-10";"south-west_northwest";"midday period";"448";"Monday";4
"2017-04-11";"south-west_northwest";"midday period";"413";"Tuesday";4
"2017-04-12";"south-west_northwest";"midday period";"394";"Wednesday";4
"2017-04-13";"south-west_northwest";"midday period";NA;"Thursday";4
"2017-04-14";"south-west_northwest";"midday period";NA;"Friday";4
"2017-04-17";"south-west_northwest";"midday period";NA;"Monday";4
"2017-04-18";"south-west_northwest";"midday period";NA;"Tuesday";4
"2017-04-19";"south-west_northwest";"midday period";"566";"Wednesday";4
"2017-04-20";"south-west_northwest";"midday period";"503";"Thursday";4
"2017-04-21";"south-west_northwest";"midday period";NA;"Friday";4
"2017-04-24";"south-west_northwest";"midday period";"434";"Monday";4
"2017-04-25";"south-west_northwest";"midday period";"322";"Tuesday";4
"2017-04-26";"south-west_northwest";"midday period";"312";"Wednesday";4
"2017-04-27";"south-west_northwest";"midday period";"430";"Thursday";4
"2017-04-28";"south-west_northwest";"midday period";"350";"Friday";4
"2017-05-01";"south-west_northwest";"midday period";NA;"Monday";5
"2017-05-02";"south-west_northwest";"midday period";"403";"Tuesday";5
"2017-05-03";"south-west_northwest";"midday period";"404";"Wednesday";5
"2017-05-04";"south-west_northwest";"midday period";"331";"Thursday";5
"2017-05-05";"south-west_northwest";"midday period";"377";"Friday";5
"2017-05-08";"south-west_northwest";"midday period";"409";"Monday";5
"2017-05-09";"south-west_northwest";"midday period";"436";"Tuesday";5
"2017-05-10";"south-west_northwest";"midday period";"404";"Wednesday";5
"2017-05-11";"south-west_northwest";"midday period";"375";"Thursday";5
"2017-05-12";"south-west_northwest";"midday period";"469";"Friday";5
"2017-05-15";"south-west_northwest";"midday period";"355";"Monday";5
"2017-05-16";"south-west_northwest";"midday period";"355";"Tuesday";5
"2017-05-17";"south-west_northwest";"midday period";"364";"Wednesday";5
"2017-05-18";"south-west_northwest";"midday period";"424";"Thursday";5
"2017-05-19";"south-west_northwest";"midday period";"449";"Friday";5
"2017-05-22";"south-west_northwest";"midday period";"335";"Monday";5
"2017-05-23";"south-west_northwest";"midday period";"297";"Tuesday";5
"2017-05-24";"south-west_northwest";"midday period";"315";"Wednesday";5
"2017-05-25";"south-west_northwest";"midday period";"331";"Thursday";5
"2017-05-26";"south-west_northwest";"midday period";"326";"Friday";5
"2017-05-29";"south-west_northwest";"midday period";"443";"Monday";5
"2017-05-30";"south-west_northwest";"midday period";"409";"Tuesday";5
"2017-05-31";"south-west_northwest";"midday period";"383";"Wednesday";5
"2017-06-01";"south-west_northwest";"midday period";"413";"Thursday";6
"2017-06-02";"south-west_northwest";"midday period";"359";"Friday";6
"2017-06-05";"south-west_northwest";"midday period";"396";"Monday";6
"2017-06-06";"south-west_northwest";"midday period";"365";"Tuesday";6
"2017-06-07";"south-west_northwest";"midday period";"401";"Wednesday";6
"2017-06-08";"south-west_northwest";"midday period";"376";"Thursday";6
